titulo;url;materiais;receita;origem
Free Mini Monster amigurumi pattern;https://www.mariskavos.nl/free-mini-monster-amigurumi-pattern;"Materials:
These are the materials that I used. You can replace them with other materials. If you wish to crochet a larger or smaller version of this mini monster amigurumi you can just use a thicker or thinner yarn/crochet hook.

Cotton Sport Weight version 6 cm / 2 inch:
– Green catania cotton color: 404
– White catania color – 105
– Black catania color – 110
– Synthetic Poly filling

Chenille Super Bulky version 12 cm / 5 inch:
– Green Chenille yarn
– White Chenille yarn
– Black Chenille yarn
– Synthetic Poly fillin";"Crochet a very cute mini monster Amigurumi keychain with this free monster amigurumi pattern. This is a small crochet project that you can make in about one hour. It is a great pattern for left over yarn, because it is so small. I love making keychain amigurumi, because they just take a little bit of time to create a very cute gift.
I made the little monster keychain version from sport weight cotton yarn. But you can also crochet it from bigger yarn, for example plush chenille yarn, your keychain will become bigger and very huggable.
I also have a full video on YouTube on how to crochet every step of this Monster keychain:
If you are new to crochet, please check my basic stitches tutorial to learn how to crochet.
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
– Crochet hook size 2.5 mm 4/0 for the cotton or 5.0 mm H for Chenille yarn
Body:
Right Leg:
Left Leg:
Arm 2x:
Horn 2x:
Now your monster is done!
There are many more Amigurumi crochet pattern on my website, you can find them here.";Mariskavos
Free Chicken Crochet Pattern;https://www.mariskavos.nl/free-chicken-crochet-pattern;"Materials:
These are the materials that I used. You can replace them with other materials. If you wish to crochet a larger or smaller version of this small chicken amigurumi you can just use a thicker or thinner yarn/crochet hook.

Cotton Sport Weight version 6 cm / 2 inch:
– Red catania cotton color – 115
– Yellow catania cotton color – 208
– White catania cotton color – 105
– Black catania cotton color – 110
– Synthetic Poly filling

Chenille Super Bulky version 12 cm / 5 inch:
– Red Chenille yarn
– Yellow Chenille yarn
– White Chenille yarn
– Black Chenille yarn
– Synthetic Poly filling";"Crochet a very cute chicken keychain with this free chicken crochet pattern. This is an easy small beginner crochet project that you can make in about one hour. It is a great pattern for left over yarn. I love making mini amigurumi, because they just take a little bit of time to create a very cute gift.
I made the small keychain version from sport weight cotton yarn. But you can also crochet the chicken from bigger yarn, for example plush chenille yarn, your Amigurumi will become bigger and very huggable.
I also have a full video on YouTube on how to crochet every step of this Chicken Amigurumi:
If you are new to crochet, please check my basic stitches tutorial to learn how to crochet.
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
– Crochet hook size 2.5 mm 4/0 for the cotton or 5.0 mm H for Chenille yarn
Body:
Beak:
Comb part 1:
Comb part 2:
Wings 2x:
Now your chicken is done!
If you enjoyed this free chicken Amigurumi pattern, please check out the other patterns on my website.
I have made many more Amigurumi that you can crochet.";Mariskavos
Free Giraffe Crochet Pattern;https://www.mariskavos.nl/free-giraffe-crochet-pattern;These are the materials that I used. However, you can replace them with other materials of your choice. If you wish to crochet a larger or smaller version of the giraffe using this free giraffe amigurumi pattern, you can simply use a thicker or thinner yarn and crochet hook. The bigger the yarn, the larger your giraffe will become.;"Create a very adorable Amigurumi with this free giraffe crochet pattern! This easy step by step pattern is perfect for everyone, beginners and experienced crocheters. Using any yarn of your choice, you can create a mini cute giraffe Amigurumi plush toy in just a few hours.
This mini giraffe Amigurumi is the small free version of my big cute giraffe pattern (photo below, left giraffe) which I made a few years ago. This mini cute giraffe patterns makes a cute baby for the big cute giraffe pattern (available in my etsy shop).
Something I learned while designing this giraffe, is that the horns of the giraf are called ossicones. You are never to old to learn something new! I was 32 when I learned how to crochet, when my son was born he received a crocheted giraf toy rattle, which was my big inspiration to learn how to crochet.
Bigger yarn, bigger giraffe:
For this small Giraffe Amigurumi, I used sport weight cotton yarn. If you want to crochet a bigger version you can use thicker yarn. I used chenille Super Bulky plush yarn for the big giraffe (right) on the photo below, I love crocheting with Chenille yarn, it is so soft and fluffy. The small and big giraffe (middle and right on photo below) are both made with the same pattern, but with different yarn.
Basic Stitches Tutorial
If you’re new to crocheting, check out my beginner-friendly basic stitches tutorial, complete with many instructional videos on how to crochet. It shows you everything you need to know to make your very own adorable Amigurumi plushie toys.
Video:
If you need help making this cute giraffe, or if you prefer to crochet watching a video instead of written pattern, then watch the full video tutorial I made on how to crochet this cute mini giraffe.
Cotton Sport Weight version 18 cm / 7 inch:

– Yellow Yarn and Colors Must Have cotton color: 014
– Brown Yarn and Colors Must Have cotton color: 027
– Black Yarn and Colors Must Have cotton color: 100
– Synthetic Poly Filling
– Crochet hook size 2.5 mm
– Safety eyes 8 mm

Chenille Super Bulky version 40 cm / 16 inch:
– Yellow Chenille yarn
– Brown Chenille yarn
– Black Chenille yarn
– Synthetic Poly Filling
– Crochet hook size 5.0 mm
– Safety eyes 15 mm

Search for a similar chenille yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a 8.0 mm crochet hook.
For Bulky Velvet yarn I recommend a 3.5 mm crochet hook.
Abbreviations used in this cute crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
Body (start with making the legs):
Leg 1,2,3, 3x:
Leg 4, 1x:
Belly:
Big Spot 2x:
Medium sized Spot 3x:
Small Spot 3x:
Tail:
Head:
Ear 2x:
Ossicones (horns) 2x:";Mariskavos
Free Monkey Crochet Pattern;https://www.mariskavos.nl/free-monkey-crochet-pattern;These are the materials that I used. However, you can replace them with other materials of your choice. If you wish to crochet a larger or smaller version of the monkey using this free monkey amigurumi pattern, you can simply use a thicker or thinner yarn and crochet hook. The bigger the yarn, the larger your monkey stuffed animal will become.;"Create your very own cheeky monkey with this free monkey crochet pattern. This is a quick and easy crochet pattern including a full free video on how to create this cute monkey. If you need help with the free pattern, you can check the video for help with every step.
To create the big monkey I used Super Bulky Chenille yarn and a 5.0 mm crochet hook. The smaller monkey was made with sport weight cotton yarn and a 2.5 mm crochet hook. But you can use any yarn you like to crochet Mico the Monkey.
Basic Stitches Tutorial
If you’re new to crocheting, check out my beginner-friendly basic stitches tutorial, complete with many instructional videos on how to crochet. It shows you everything you need to know to make your very own adorable Amigurumi plushie toys.
Video:
If you need help making this cute monkey, or if you prefer to crochet watching a video instead of written pattern, then watch the full video tutorial I made on how to crochet this cute mini monkey.
Cotton Sport Weight version 9 cm / 4 inch:

– Brown Yarn and Colors Must Have cotton color: 026
– Beige Yarn and Colors Must Have cotton color: 003
– Black Yarn and Colors Must Have cotton color: 100
– Synthetic Poly Filling
– Crochet hook size 2.5 mm
– Safety eyes 7 mm

Chenille Super Bulky version 18 cm / 7 inch:
– Beige Chenille yarn
– Brown Chenille yarn
– Black Chenille yarn
– Synthetic Poly Filling
– Crochet hook size 5.0 mm
– Safety eyes 15 mm

Search for a similar chenille yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a 8.0 mm crochet hook.
For Bulky Velvet yarn I recommend a 3.5 mm crochet hook.
Abbreviations used in this cute crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
Body:
Snout:
Ear 2x:
Leg 4x:
Tail:";Mariskavos
Free Pig Crochet Pattern;https://www.mariskavos.nl/free-pig-amigurumi-pattern;"Materials:
These are the materials that I used. You can replace them with other materials. If you wish to crochet a larger or smaller version of this pig amigurumi you can just use a thicker or thinner yarn/crochet hook.

Cotton version 6 cm / 2 inch:
– Pink catania cotton color: 246
– Dark pink catania color – 225
– Black catania color – 110
– Synthetic Poly filling

Velvet bulky version 10 cm / 4 inch:
– Pink durable velvet yarn
– Dark Pink durable velvet yarn
– Black durable velvet yarn
– Synthetic Poly filling";"Crochet a very cute Pig Amigurumi keychain with this free pig crochet pattern. This is a small crochet project that you can make in about one hour. It is a great pattern for left over yarn, because it is so small. I love making keychain amigurumi, because they just take a little bit of time to create a very cute gift.
I made the little pig keychain version from sport weight cotton yarn. But you can also crochet it from bigger yarn, for example plush chenille yarn, your pig amigurumi will become bigger and very huggable.
I also have a full video on YouTube on how to crochet every step of this Pig:
If you are new to crochet, please check my basic stitches tutorial to learn how to crochet amigurumi.
Chenille Super Bulky version 12 cm / 5 inch:
– Pink Chenille yarn
– Dark Pink Chenille yarn
– Black Chenille yarn
– Synthetic Poly filling
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
– Crochet hook size 2.5 mm 4/0 for the cotton, 3.5 mm E for the velvet or 5.0 mm H for Chenille yarn
Body:
Ear 2x:
Snout:
Legs 4x:
Tail:
Now your pig is done!
There are many more free Amigurumi patterns on this website, all perfect for beginners that want to learn how to crochet cute plush toys.";Mariskavos
Free Alpaca Crochet Pattern;https://www.mariskavos.nl/free-alpaca-crochet-pattern;"Materials:
These are the materials that I used for this alpaca You can replace them with other materials. If you wish to crochet a larger or smaller version of this mini alpaca Amigurumi you can just use a thicker or thinner yarn/crochet hook.
Check the materials page on my website if you need help in choosing the right materials for this free alpaca crochet pattern.";"Create your very own adorable Amigurumi with this free alpaca crochet pattern! Whether you’re a beginner or an experienced crocheter, this easy-to-follow pattern is perfect for everyone. In just a few hours, using any yarn of your choice, you can bring this charming alpaca Amigurumi to life.
For the smaller alpaca, I used sport weight cotton yarn, for the larger version, I used chenille Super Bulky plush yarn.
To help you along the way, the pattern includes a comprehensive video tutorial that guides you through each step of creating this cute Amigurumi alpaca.
If you’re new to crocheting, don’t worry! Check out my beginner-friendly basic stitches tutorial, complete with numerous instructional videos. It covers everything you need to know to make your very own adorable Amigurumi.
Watch the full video on crocheting every step of this alpaca Amigurumi:
Cotton Sport Weight version 12 cm / 5 inch:
– Pink catania cotton color – 409
– Dark Pink catania cotton color – 256
– Beige catania cotton color – 436
– Brown catania cotton color – 162
– Synthetic Poly Filling
– 1 pair safety eyes 8 mm
Velvet Bulky version 22 cm / 9inch:
– Pink durable velvet yarn
– Dark pink durable velvet yarn
– Beige durable velvet yarn
– Black durable velvet yarn
– Synthetic Poly Filling
– 1 pair safety eyes 13 mm
Chenille Super Bulky plush version 30 cm / 12 inch:
– Pink Chenille yarn
– Dark Pink Chenille yarn
– Beige Chenille yarn
– Brown Chenille yarn
– Synthetic Poly Filling
– 1 pair safety eyes 18 mm
TIP Chenille/Velvet or other similar yarn: The body of the alpaca might look a bit to oval when crocheting it, don’t worry about it, it will be fine when you put stuffing in it.
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
– Crochet hook size 2.5 mm 4/0 for the cotton, 3.5 mm for velvet yarn or 5.0 mm H for Chenille yarn
Legs 4x:
Circle around Eye 2x:
Body:
Tail:
Ear 2x:
Snout:
Cheek 2x:
Now we are going to make some hair on rounds 1, 2 and 3 of the the head of the Alpaca. Only on the front of the head. If you are using cotton or other sturdy yarn, you can make the hairs like this:

Cut 22 strands of 4 in / 9 cm of pink yarn.
Take 2 strands and fold them. Thread the folded strands onto an embroidery needle and attach them over round 3 (photo 4-5). Instead of using an embroidery needle you can use your crochet hook to pull the hair through the head (photo 6-8).

You can also watch the video above to see how to make the hair.
Sew 5 double strands over round 3. 4 double strands over round 2 and 2 double strands over round 1.
Cut the yarn to the desired length.
If you are using chenille or other fabric yarn that comes apart when cutting it, create the hair with chain stitches.
CH 6 and now attach the chain to the head with a slst, ch 6 again and attach the hair to the head again with a slst. Do this many times to create the hair. I made a video on how to do this.
Now your Alpaca Amigurumi is done! hope enjoyed this free alpaca crochet pattern, I have many more free amigurumi patterns available on this website.";Mariskavos
Free heart crochet patterns;https://www.mariskavos.nl/free-heart-crochet-patterns;These are the materials that I used. However, feel free to replace them with other materials of your choice. Furthermore, if you wish to crochet a larger or smaller version of these using this free heart amigurumi crochet patterns, you can simply use a thicker or thinner yarn and crochet hook.;"Learn how to create many cute hearts with my free heart crochet patterns for valentine’s day. Here you will find small 3d puffy heart patterns in two sizes and also small heart applique patterns in two sizes.
To show you how the hearts will look in different kind of yarns, I made them in Sport Weight Cotton yarn and Super Bulky Chenille yarn. But you can uses any yarn that you like to crochet this cute Amigurumi hearts.
To help you with every step in creating these hearts, I included a full free video tutorial.
PDF Pattern:
If you prefer a pdf download or want to support me, you can buy the pdf pattern in my etsy shop, thank you so much for your support! (Keep scrolling for the free pattern)
Basic Stitches Tutorial:
If you’re new to crocheting, don’t worry! Check out my beginner-friendly basic stitches tutorial, complete with numerous instructional videos. It covers everything you need to know to make your very own adorable Amigurumi stuffed animal.
Cotton Sport Weight versions:
– Yarn and Colors Must Have Red cotton color: 031
– Yarn and Colors Must Have Pink cotton color: 037
– Synthetic Poly Filling
– Crochet hook size 2.5 mm

Chenille Super Bulky versions:
– Red or Pink Chenille yarn
– Synthetic Poly Filling
– Crochet hook size 5.0 mm
Search for a similar chenille yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a 8.0 mm crochet hook.
For Bulky Velvet yarn I recommend a 3.5 mm crochet hook.
Abbreviations used in this cute crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
Video:
I also have made a full video’s on YouTube on how to crochet every step of these cute Amigurumi 3D hearts, scroll down for the written pattern.
Big 3D Heart Crochet Pattern
Small 3D Heart Crochet Pattern
Below you will find the full video tutorial on how to crochet these small heart appliques, scroll down for the written pattern.
Big Heart Applique Crochet Pattern:
Small Heart Applique Crochet Pattern:
Use red or pink yarn
You might also like these two cute free Amigurumi patterns for valentine’s day:";Mariskavos
Free frog Amigurumi pattern;https://www.mariskavos.nl/free-frog-amigurumi-pattern;These are the materials that I used. However, feel free to replace the yarn with other yarn of your choice. If you would like to create a smaller of bigger version of this cute free frog crochet pattern, you can simply use a thicker or thinner yarn and crochet hook.;"Crochet this very cute frog with this free frog Amigurumi pattern. This easy crochet pattern is very suitable for beginners. Patrick the Frog is a large Amigurumi, made from sport weight cotton yarn and a 2.5 mm he will be 14 cm / 6 inch in height. But if you make if from thicker yarn he will turn out much larger!
This pattern was originally released in the book Amigurumi Made Easy, but is now also available on my blog for free. My book Amigurumi Made Easy is available on Amazon and in many bookstores.
Every morning Patrick hops down to the pond and dives right in. Patrick loves the feeling of the cool water on his skin, and he would swim and splash and dive for hours. If you were thinking of challenging Patrick to a swimming race, you might want to think again. Patrick is a former Olympian and he is still very hard to beat.
PDF Pattern:
If you prefer a pdf download or want to support me, you can buy the pdf pattern in my etsy shop, thank you so much for your support! (Keep scrolling for the free pattern)
Book: Get Amigurumi Made Easy on Amazon or other bookstores:
https://www.mariskavos.nl/craft-books/
Basic Stitches Tutorial:
If you are a beginner that want to learn how to crochet, check out my beginner-friendly basic stitches tutorial, it has many instructional videos on how to crochet every stitch. It shows you all you need to know to make your very own cute frog Amigurumi with this free frog amigurumi crochet pattern.
Cotton Sport Weight version 17 cm / 7 inch:

– 2x green cotton yarn SMC Catania color: 205: – 75 gram
– Light green cotton yarn SMC Catania color: 392 – 10 gram
– White cotton yarn SMC Catania color: 106 – 12 gram
– Dark green cotton yarn SMC Catania color: 241 – 2 gram
– Black cotton yarn SMC Catania color: 110 – 5 gram
– Synthetic Poly Filling
– Crochet hook size 2.5 mm
– 1 Pair safety eyes 12 mm

Search for a similar cotton yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a 8.0 mm crochet hook.
For Super Bulky Chenille yarn I recommend a 5 mm crochet hook, for bulky velvet yarn a 3.5 mm crochet hook.
Abbreviations used in this free frog crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
Body:
Eyelid 2x:
Eyeball 2x:
Nostrils 2x:
Belly:
Hindleg 2x:
Toe 1 & 2:
Toe 3:
Frontleg 2x:
Toe 1 & 2:
Toe 3:";Mariskavos
Free Koala Crochet Pattern;https://www.mariskavos.nl/free-koala-crochet-pattern;These are the materials that I used. However, feel free to replace them with other materials of your choice. Furthermore, if you wish to crochet a larger or smaller version of the koala amigurumi using this free stuffed animal crochet pattern, you can simply use a thicker or thinner yarn and crochet hook.;"Crochet a very cute Koala with this easy free koala crochet pattern, my most popular Amigurumi design. I originally created this adorable stuffed animal plushie in 2017, and since then, he has been on many adventures with me (see my instagram photo’s)

Now, the pattern is available for free. If you prefer a PDF version without ads, don’t worry, this cute koala crochet pattern is still available in my shops. The pattern is written in U.S. terms.

Size: The finished koala is about 6 inches / 15 cm tall when made with sport-weight cotton yarn. However, you can use any yarn you like, the thicker the yarn, the larger your koala will be!
Table of contents
Cute Koala’s Story:

This Cute Koala loves gardening! The eucalyptus trees that he grows are perfect for sleeping and eating! He always carries some leaves in the little pocket on his dungaree, he might get hungry.
PDF Pattern without ads:
If you prefer a pdf download or want to support me, you can buy the pdf pattern in my etsy shop, thank you so much for your support! (Keep scrolling for the free pattern)
If you are a beginner that want to learn how to crochet, check out my beginner-friendly basic stitches tutorial, it has many instructional videos on how to crochet every stitch. It shows you all you need to know to make your very own cute koala bear Amigurumi with this free koala crochet pattern.
Cotton Sport Weight version 15 cm / 6 inch:
– Gray cotton Yarn and Colors Must Have color: 095
– White cotton Yarn and Colors Must Have color: 001
– Black cotton Yarn and Colors Must Have color: 100
– Blue cotton Yarn and Colors Must Have color: 120
– Synthetic Poly Filling
– Crochet hook size B/1 (2.5 mm)
– Safety eyes 1 pair: 10 mm
– 2x buttons: 10 mm

Search for a similar cotton yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a L/11 (8.0 mm) crochet hook.
For Super Bulky Chenille yarn I recommend a H/8 (5.0 mm) crochet hook, for bulky velvet yarn a E/4 (3.5 mm) crochet hook.
Abbreviations (U.S. Terms) used in this free koala bear crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
Head:
Nose:
Ears 2x:
Inside ears 2x:
Body:
Body:
Suspenders 2x:
Pocket:
Arm:
Tail:
Optional:
Leaves (2x):
Now your Koala is done, I hope you enjoyed this cute free koala crochet pattern, there are many more Amigurumi animal patterns available on my blog!";Mariskavos
Free Pig Amigurumi Crochet Pattern;https://www.mariskavos.nl/free-pig-crochet-pattern;These are the materials that I used. However, feel free to replace them with other materials of your choice. Furthermore, if you wish to crochet a larger or smaller version of this toy plushie using this free pig amigurumi crochet pattern, you can simply use a thicker or thinner yarn and crochet hook.;"Crochet a Billie the Pig Amigurumi with this free pig crochet pattern, a large but easy crochet pattern, very suitable for beginners. The pattern included a beach ball and a swim ring for Billie to play with. A great toy for summer.
Billy the Pig loves water, swimming is his favorite thing to do. When the sun is shining, he is the first to jump in the water! When it is too cold to take a swim outside, he enjoys a nice warm bath inside.
I made Billie the Pig Amigurumi(16 cm/ 6 inch tall) with Sport Weight Cotton yarn and a 2.5 mm crochet hook, but you can make him from any yarn! Use thicker yarn and larger crochet hook to create a much larger pig.
Table of contents
PDF Pattern without ads:
If you prefer a pdf download or want to support me, you can buy the pdf pattern in my etsy shop, thank you so much for your support! (Keep scrolling for the free pattern)
If you’re new to crocheting, don’t worry! Check out my beginner-friendly basic stitches tutorial, complete with numerous instructional videos. It covers everything you need to know to make your very own adorable pig Amigurumi stuffed farm animal.
Cotton Sport Weight version 16 cm / 6 inch:
– Yarn and Colors Must Have Pink cotton color: 046
– Yarn and Colors Must Have Beige cotton color: 044
– Yarn and Colors Must Have Black cotton color: 100
– Yarn and Colors Must Have Yellow cotton color: 014
– Yarn and Colors Must Have Blue cotton color: 066
– Yarn and Colors Must Have White cotton color: 001
– Yarn and Colors Must Have Red cotton color: 032
– Synthetic Poly Filling
– Crochet hook size 2.5 mm
– 1 Pair safety eyes 10 mm

Search for a similar cotton yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a 8.0 mm crochet hook.
For Super Bulky Chenille yarn I recommend a 5 mm crochet hook, for DK velvet yarn a 3.5 mm crochet hook. Some Chenille yarn need a different hook size, I tried to add many to my material list.
Abbreviations used in this cute crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
BLO: Back Loops Only
Head:
Nose:
Ears 2x:
Body:
Arm 2x:
Tail:
Swim ring:
Check my beginners tutorial to see how to color change, which you have to do many times when making this ball.
Make the color change just before you start your new crochet stitch, with the two loops of the last stitch still on the hook, make the final yarn over with the new color and pull through the remaining loops. Do not cut the yarn when making the color changes, instead you carry the yarn on the inside of your crochet work and pick it up when it is needed. Crochet over this hidden yarn as well, so it will stay in place well.
Beach ball:";Mariskavos
Free Red Panda Crochet Pattern;https://www.mariskavos.nl/free-red-panda-crochet-pattern;"Materials:
These are the materials that I used. You can replace them with other materials. If you wish to crochet a larger or smaller version of this mini red panda amigurumi you can just use a thicker or thinner yarn/crochet hook.

Cotton Sport Weight version 6 cm / 2 inch:
– Orange catania cotton color: 189
– Brown catania cotton color: 162
– White catania cotton color – 105
– Black catania cotton color – 110
– Synthetic Poly filling

Chenille Super Bulky version 12 cm / 5 inch:
– Orange Chenille yarn
– Brown Chenille yarn
– White Chenille yarn
– Black Chenille yarn
– Synthetic Poly filling
Check the materials page on my website if you need help in choosing the right materials.";"Crochet a very cute red panda Amigurumi keychain with this free amigurumi pattern. This is a small crochet project that you can make in about one hour.

It is a great pattern for left over yarn, because it is so small. I love making mini amigurumi, because they just take a little bit of time to create a very cute gift.
I made the small keychain version from sport weight cotton yarn. But you can also crochet the red panda from bigger yarn, for example plush chenille yarn, your Amigurumi will become bigger and very huggable.
I also have a full video on YouTube on how to crochet every step of this Red Panda Amigurumi:
If you are new to crochet, please check my basic stitches tutorial to learn how to crochet.
TIP Chenille/Velvet or other similar yarn: The body of the cat might look a bit to oval when crocheting it, don’t worry about it, it will be fine when you put stuffing in it.
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
– Crochet hook size 2.5 mm 4/0 for the cotton or 5.0 mm H for Chenille yarn
Body:
Ear 2x:
Snout
Legs 4x
Tail:
Now your red panda is done!
I hope you enjoyed this free red panda crochet pattern.";Mariskavos
Free Snowman Crochet Pattern;https://www.mariskavos.nl/free-snowman-crochet-pattern;"These are the materials that I used for this snowman. You can replace them with other materials. If you wish to crochet a larger or smaller version of this snowman pattern you can just use a thicker or thinner yarn/crochet hook
Check the materials page on my website if you need help in choosing the right materials for this free snowman crochet pattern.";"Create an adorable snowman Amigurumi plushie ornament with this free snowman crochet pattern! This easy beginner friendly pattern is perfect for anyone learning to crochet, and each step is covered in the full video tutorial on how to make this cute snowman plushie.
It makes a wonderful Christmas gift or a charming decoration for the winter holidays! The pattern works well with any yarn, try sport weight cotton for a mini snowman ornament that’s perfect for hanging on your Christmas tree, or use chenille yarn for a larger, plushier version. Enjoy crafting this cute holiday decoration!
Table of contents
Watch the full video on crocheting every step of this snowman Amigurumi, or scroll further for the free crochet pattern.
If you’re new to crocheting, don’t worry! Check out my beginner-friendly basic stitches tutorial, complete with numerous instructional videos. It covers everything you need to know to make your very own adorable Amigurumi stuffed animal.
Cotton Sport Weight version 9 cm / 4 inch:
– White Yarn and Colors must have color 001 – 15 gram
– Red Yarn and Colors must have color 031 – 5 gram
– Black Yarn and Colors must have color 100 – 5 gram
– Orange Yarn and Colors must have color 016 – 5 gram
– Safety eyes 7 mm
– Synthetic Poly Filling
– Crochet hook size 2.5 mm
Chenille Super Bulky version 22 cm / 9 inch:
– White, Red, Black and Orange Chenille yarn
– Safety eyes 16 mm
– Synthetic Poly Filling
– Crochet hook size 5.0 mm

Search for a similar chenille yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a 8.0 mm crochet hook.
For Bulky Velvet yarn I recommend a 3.5 mm crochet hook.
Abbreviations used in this cute crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
TIP: Before starting this snowman plushie crochet pattern, beginners should remember that there is a full video tutorial on how to make this snowman: https://youtu.be/LLJmKOlauc0
Body:
Nose:
Arms 2x:
Scarf:
Black Hat:
Red hat:
Ball on hat:
Now you snowman is done! I hope you enjoyed this free snowman crochet pattern. There are many more cute patterns on my blog, including mini christmas ornament patterns.
Or crochet a cute penguin Amigurumi which has the same hat, as this cute snowman.";Mariskavos
Free Owl Amigurumi pattern;https://www.mariskavos.nl/free-owl-amigurumi-pattern;These are the materials that I used. However, feel free to replace them with other materials of your choice. Furthermore, if you wish to crochet a larger or smaller version of the owl using this free owl amigurumi pattern, you can simply use a thicker or thinner yarn and crochet hook.;"Crochet a very cute owl amigurumi keychain with this free owl amigurumi pattern. This is an easy small beginner crochet project that you can make in about two hours. It is a great crochet pattern for left over yarn. I love making mini amigurumi because they just take a little bit of time to create. As a result, you will have such a cute gift.
I made the small keychain size version from sport weight cotton yarn. However, you can also crochet the owl from bigger yarn. For example, plush chenille yarn will make your mini Amigurumi bigger and very huggable.
Basic Stitches Tutorial:
If you’re new to crocheting, don’t worry! Check out my beginner-friendly basic stitches tutorial, complete with numerous instructional videos. It covers everything you need to know to make your very own adorable Amigurumi.
Owl Video Tutorial:
I also have made a full video tutorial on YouTube on how to crochet every step of this owl Amigurumi:
Cotton Sport Weight version 6 cm / 3 inch:

– Beige Yarn and Colors Must Have cotton color: 003
– Brown Yarn and Colors Must Have cotton color: 026
– White Yarn and Colors Must Have cotton color: 001
– Dark Brown Yarn and Colors Must Have cotton color: 028
– Synthetic Poly Filling
– Crochet hook size 2.5 mm
– Safety eyes 7 mm

Chenille Super Bulky version 13 cm / 5 inch:
– Beige Chenille yarn
– Brown Chenille yarn
– White Chenille yarn
– Dark Brown Chenille yarn
– Synthetic Poly Filling
– Crochet hook size 5.0 mm
– Safety eyes 15 mm

Search for a similar chenille yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a 8.0 mm crochet hook.
For Bulky Velvet yarn I recommend a 3.5 mm crochet hook.
Abbreviations used in this crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
Eye 2x:
Body:
Ear 2x:
Wings 2x:
Feet 2x:
Now your mini cute owl plushie is done, I hope you enjoyed crocheting this cute owl. There are many more free Amigurumi patterns on my blog.";Mariskavos
